Transaction report 2022

Date,Type,Label,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.02338891,BTC,183.72822836,"","","",183.72822836,"","","","",From lot of 0.023388910000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.00562212,BTC,44.17892514,"","","",44.17892514,"","","","",From lot of 0.005622120000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.03900254,BTC,306.44746486,"","","",306.44746486,"","","","",From lot of 0.039002540000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),3027.65237,BAT,1039.9401347956,"","","","","","",21.6346858724,1061.574820668,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.023539849,BTC,184.9139503671,"","","",184.9139503671,"","","","",From lot of 0.032673050000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),6514.0,BAT,2237.4332354604,"","","","","","",46.5470689996,2283.98030446,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),35.22263,BAT,12.0982933685,"","","","","","",0.2516902347,12.3499836032,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),5721.0,BAT,1962.3529514295,"","","","","","",43.5806257605,2005.93357719,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),1445.77737,BAT,494.6473286408,"","","","","","",12.280371346,506.9276999868,"","","","",From lot of 1447.551000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.252047159,BTC,1983.0272807956,"","","",1983.0272807956,"","","","",From lot of 0.254958600000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.009608,BTC,75.609652344,"","","",75.609652344,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),0.00105665,BNB,0.0113225752,"","","","","","",0.0219583311,0.0332809063,"","","","",From lot of 83.817090000000000 BNB acquired on 10/6/18 1:16:25 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),0.95563,BAT,0.3282404548,"","","","","","",0.0068286423,0.3350690971,"","","","",From lot of 1636.362000000000000 BAT acquired on 5/16/19 9:58:23 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),0.33,BAT,0.1133486288,"","","","","","",0.0023580799,0.1157067087,"","","","",From lot of 0.330000000000000 BAT acquired on 5/16/19 9:58:51 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),75.79,BAT,26.0324017371,"","","","","","",0.541572361,26.5739740981,"","","","",From lot of 75.790000000000000 BAT acquired on 5/23/19 7:19:42 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),61.67863,BAT,21.1854185876,"","","","","","",0.4407367894,21.626155377,"","","","",From lot of 676.323000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),48.92437,BAT,16.8045765216,"","","","","","",0.3495987145,17.1541752361,"","","","",From lot of 321.000000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),272.07563,BAT,93.4527259934,"","","","","","",1.9441699605,95.3968959539,"","","","",From lot of 321.000000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),601.92437,BAT,206.7493998575,"","","","","","",4.3011690486,211.0505689061,"","","","",From lot of 719.280000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),117.35563,BAT,40.3093931425,"","","","","","",0.8385877506,41.1479808931,"","","","",From lot of 719.280000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),614.64437,BAT,211.1184742749,"","","","","","",4.392062312,215.5105365869,"","","","",From lot of 676.323000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),188.0,BAT,64.5743703203,"","","","","","",1.3433909997,65.91776132,"","","","",From lot of 188.000000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),274.32137,BAT,94.2240943253,"","","","","","",1.9602173377,96.184311663,"","","","",From lot of 672.327000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),398.00563,BAT,136.7072496872,"","","","","","",2.8440275594,139.5512772466,"","","","",From lot of 672.327000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),591.408,BAT,203.1372298,"","","","","","",4.2260222571,207.3632520571,"","","","",From lot of 591.408000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),214.0,BAT,73.5048683433,"","","","","","",1.5291791167,75.03404746,"","","","",From lot of 214.000000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),318.58637,BAT,109.4282672095,"","","","","","",2.2765216068,111.7047888163,"","","","",From lot of 590.409000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),225.82263,BAT,77.5657134911,"","","","","","",1.6136600461,79.1793735372,"","","","",From lot of 590.409000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),46.0,BAT,15.8001118869,"","","","","","",0.3287020531,16.12881394,"","","","",From lot of 590.409000000000000 BAT acquired on 5/23/19 7:25:26 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),366.633,BAT,125.9313569875,"","","","","","",2.6198482574,128.5512052449,"","","","",From lot of 366.633000000000000 BAT acquired on 5/23/19 7:25:52 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),864.54437,BAT,296.9542995039,"","","","","","",6.177771944,303.1320714479,"","","","",From lot of 1106.892000000000000 BAT acquired on 5/23/19 7:27:08 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),242.34763,BAT,83.2417319461,"","","","","","",1.7317426859,84.973474632,"","","","",From lot of 1106.892000000000000 BAT acquired on 5/23/19 7:27:08 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),125.0,BAT,42.9350866491,"","","","","","",0.8932121009,43.82829875,"","","","",From lot of 125.000000000000000 BAT acquired on 5/23/19 7:27:18 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),2200.0,BAT,755.6575250252,"","","","","","",15.7205329748,771.378058,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_withdrawal,"",Binance (Archived),609.0,BAT,209.1797421547,"","","","","","",4.3517293553,213.53147151,"","","","",From lot of 18106.875000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.002911441,BTC,22.9062963944,"","","",22.9062963944,"","","","",From lot of 0.254958600000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.009740149,BTC,76.7011879887,"","","",76.7011879887,"","","","",From lot of 0.065942160000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.02714641,BTC,213.53147151,"","","",213.53147151,"","","","",From lot of 0.027146410000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.056202011,BTC,442.5764956013,"","","",442.5764956013,"","","","",From lot of 0.065942160000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 01:34:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.025965981,BTC,204.3379263303,"","","",204.3379263303,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.03900254,BTC,306.8596414543,"","","","","","",5.1992910603,312.0589325146,"","","","",From lot of 0.039002540000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.00562212,BTC,44.2330609087,"","","","","","",0.7494649901,44.9825258988,"","","","",From lot of 0.005622120000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.023539849,BTC,185.2040821964,"","","","","","",3.1380142541,188.3420964505,"","","","",From lot of 0.032673050000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_deposit,"","","","","",Binance (Archived),74.701872,USDT,75.4460552423,"","","",75.4460552423,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_deposit,"","","","","",Binance (Archived),185.389701,USDT,187.2365611266,"","","",187.2365611266,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_deposit,"","","","","",Binance (Archived),20.122358,USDT,20.3228177906,"","","",20.3228177906,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_deposit,"","","","","",Binance (Archived),129.4947054,USDT,130.784737191,"","","",130.784737191,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_deposit,"","","","","",Binance (Archived),891.19032244,USDT,900.0683985296,"","","",900.0683985296,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.0252737,BTC,198.8454731467,"","","","","","",3.3691478163,202.214620963,"","","","",From lot of 0.025273700000000 BTC acquired on 5/17/19 12:17:46 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.064905571,BTC,510.6564917425,"","","","","","",8.6523327728,519.3088245153,"","","","",From lot of 0.099900000000000 BTC acquired on 5/17/19 12:17:46 AM (UTC) via Trade
2019-05-24 14:01:37 UTC,crypto_withdrawal,"",Binance (Archived),0.00586822,BTC,46.1692978246,"","","","","","",0.7822717132,46.9515695378,"","","","",From lot of 0.005868220000000 BTC acquired on 5/17/19 12:21:14 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.009133201,BTC,71.8732465027,"","","","","","",1.2014033663,73.074649869,"","","","",From lot of 0.032673050000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),60.590784,USDT,61.1943919804,"","","",61.1943919804,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.02338891,BTC,184.0165419126,"","","","","","",3.1178931083,187.1344350209,"","","","",From lot of 0.023388910000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.15119775,BTC,1189.7290811738,"","","","","","",20.0026045987,1209.7316857725,"","","","",From lot of 0.151197750000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.00204817,BTC,16.1179664489,"","","","","","",0.2694212394,16.3873876883,"","","","",From lot of 0.002048170000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.06793496,BTC,534.6106065366,"","","","","","",8.9363290738,543.5469356104,"","","","",From lot of 0.067934960000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.06488811,BTC,510.6489280649,"","","","","","",8.520191164,519.1691192289,"","","","",From lot of 0.064888110000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_withdrawal,"",Binance (Archived),0.226408899,BTC,1782.091092341,"","","","","","",29.404244469,1811.49533681,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),267.561722,USDT,270.2271833125,"","","",270.2271833125,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),267.561722,USDT,270.2271833125,"","","",270.2271833125,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),1070.98082,USDT,1081.6499767121,"","","",1081.6499767121,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),267.561722,USDT,270.2271833125,"","","",270.2271833125,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),26.34967756,USDT,26.6121741743,"","","",26.6121741743,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),267.561722,USDT,270.2271833125,"","","",270.2271833125,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),77.034,USDT,77.8014160011,"","","",77.8014160011,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),11.516583,USDT,11.6313116922,"","","",11.6313116922,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),97.409493,USDT,98.3798905334,"","","",98.3798905334,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),11.516583,USDT,11.6313116922,"","","",11.6313116922,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),12.132855,USDT,12.2537230202,"","","",12.2537230202,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),12.094338,USDT,12.2148223122,"","","",12.2148223122,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:42 UTC,crypto_deposit,"","","","","",Binance (Archived),1867.65612844,USDT,1886.2617986318,"","","",1886.2617986318,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_withdrawal,"",Binance (Archived),0.003203,BTC,25.2001901983,"","","","","","",0.4269807717,25.62717097,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_deposit,"","","","","",Binance (Archived),76.11524856,USDT,76.87351192,"","","",76.87351192,"","","","",From lot of 76.115248560000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_deposit,"","","","","",Binance (Archived),25.37439021,USDT,25.62717097,"","","",25.62717097,"","","","",From lot of 25.374390210000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_deposit,"","","","","",Binance (Archived),84.80386201,USDT,85.6486817086,"","","",85.6486817086,"","","","",From lot of 198.432009360000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_withdrawal,"",Binance (Archived),0.025048,BTC,196.9493639813,"","","","","","",3.4594335387,200.40879752,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_withdrawal,"",Binance (Archived),0.009608,BTC,75.4742703388,"","","","","","",1.3992415812,76.87351192,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:43 UTC,crypto_deposit,"","","","","",Binance (Archived),113.62814735,USDT,114.7601158114,"","","",114.7601158114,"","","","",From lot of 198.432009360000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),148.31680943,USDT,149.7943478259,"","","",149.7943478259,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_withdrawal,"",Binance (Archived),0.252047159,BTC,1982.6376155325,"","","","","","",33.9891831549,2016.6267986874,"","","","",From lot of 0.254958600000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_withdrawal,"",Binance (Archived),0.025965981,BTC,204.1536351325,"","","","","","",3.5999191887,207.7535543212,"","","","",From lot of 0.290233880000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_withdrawal,"",Binance (Archived),0.09804386,BTC,771.0414404468,"","","","","","",13.4065029746,784.4479434214,"","","","",From lot of 0.098043860000000 BTC acquired on 5/24/19 1:34:22 AM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),1385.70768,USDT,1399.5121591457,"","","",1399.5121591457,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),512.09592,USDT,517.1974414466,"","","",517.1974414466,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),20.44056,USDT,20.6441897325,"","","",20.6441897325,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),300.5568,USDT,303.5509596901,"","","",303.5509596901,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),384.0,USDT,387.8254244156,"","","",387.8254244156,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 14:01:44 UTC,crypto_deposit,"","","","","",Binance (Archived),228.03210856,USDT,230.3037741736,"","","",230.3037741736,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-24 19:06:18 UTC,buy,"",Coinbase,18.51,USD,"",Coinbase,0.00228876,BTC,20.0,1.49,USD,"",18.51,1.49,"","",ff74c6c2-b109-59a4-8969-60d2723853da,""
2019-05-24 19:06:18 UTC,fiat_deposit,"","","","","",Coinbase,20.0,USD,"","","","",20.0,"",Visa debit ********4075,"","",Bought Bitcoin Using Visa debit ********4075
2019-05-24 19:06:18 UTC,transfer,"",Coinbase,0.00228876,BTC,"",Binance (Archived),0.00228876,BTC,"","","","",18.42,"","",3MifWegJwkbR3MyDTGTP82WL2TMrayK72t,4a0ba47fb8158f4605db60e349f3017de38ff76e9634f4378faa00502996485c,Sent Bitcoin To Bitcoin address 3MifWegJwkbR3MyDTGTP82WL2TMrayK72t
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),20.122358,USDT,20.3228177906,"","","","","","",-0.1602150746,20.162602716,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),366.74289,BAT,129.775440816,"","","",129.775440816,"","","","",From lot of 366.742890000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),210.63348,BAT,74.5346493769,"","","",74.5346493769,"","","","",From lot of 211.528260000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),56.96298,BAT,20.162602716,"","","",20.162602716,"","","","",From lot of 56.962980000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),1913.81787,BAT,677.4145134891,"","","",677.4145134891,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),525.10437,BAT,185.760480402,"","","",185.760480402,"","","","",From lot of 525.104370000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),0.89478,BAT,0.3166263671,"","","",0.3166263671,"","","","",From lot of 211.528260000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),99.0,BAT,35.0420162162,"","","",35.0420162162,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),478.30605,BAT,169.3010945496,"","","",169.3010945496,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),584.58213,BAT,206.9185502946,"","","",206.9185502946,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),757.42182,BAT,268.096845444,"","","",268.096845444,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),282.88423,BAT,100.1580074638,"","","",100.1580074638,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),279.11577,BAT,98.7957508944,"","","",98.7957508944,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),179.0,BAT,63.3767507508,"","","",63.3767507508,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),668.55635,BAT,236.6420450319,"","","",236.6420450319,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),757.42182,BAT,268.096845444,"","","",268.096845444,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),2569.02183,BAT,909.5880234254,"","","",909.5880234254,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),88.86547,BAT,31.4548004121,"","","",31.4548004121,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),170.13453,BAT,60.1695837323,"","","",60.1695837323,"","","","",From lot of 171.668160000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),0.24,BAT,0.0848781261,"","","",0.0848781261,"","","","",From lot of 171.668160000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_deposit,"","","","","",Binance (Archived),1.29363,BAT,0.4575037096,"","","",0.4575037096,"","","","",From lot of 171.668160000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),0.0217026,USDT,0.0219188022,"","","","","","",-0.000172797,0.0217460052,"","","","",From lot of 21.591156000000000 USDT acquired on 5/23/19 7:09:24 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),74.701872,USDT,75.4460552423,"","","","","","",-0.5947794983,74.851275744,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
